Unnamed: 0,Title,Artist,Top Genre,Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Genre
17848,Any Way You Want It / Lovin' Touchin' Squeezin' (Glee Cast Version),Glee Cast,club,0.839,0.463,-3.084,0.442,0.614,187413,0.00416,0.0361,16,Electronic/Dance
17850,Chicago (Jersey Club),DJ Smallz 732,club,0.527,0.872,-12.91,0.157,0.0877,118256,0.523,0.076,40,Electronic/Dance
17856,Riot,Smash Stereo,club,0.973,0.573,-2.565,0.297,0.4,132559,0.00025,0.362,39,Electronic/Dance
17857,In My Dreams,SWARM;I-Exist,club,0.93,0.431,-2.854,0.354,0.191,310857,0.00309,0.146,41,Electronic/Dance
17862,Toast,DJ LILMAN;West End Tricks,club,0.671,0.931,-9.231,0.0773,0.598,161201,0.0187,0.261,14,Electronic/Dance
17865,You Didn't Love Me Then,The Hit Parade,club,0.562,0.473,-12.418,0.125,0.677,212440,0.0561,0.0401,40,Electronic/Dance
17867,Redbone (Groovy Anthem),DJ Smallz 732;Kyle Edwards,club,0.847,0.823,-2.998,0.304,0.775,84088,0.0294,0.237,15,Electronic/Dance
17868,Nobody Supposed to Be Here,Kyle Edwards;DJ Smallz 732,club,0.75,0.885,-8.859,0.0453,0.406,99526,0.0878,0.173,15,Electronic/Dance
17869,Clathrus Archeri,Tzafu,club,0.619,0.676,-8.892,0.0763,0.126,197546,0.00418,0.0404,15,Electronic/Dance
17871,Saving All My Love For You (Glee Cast Version),Glee Cast,club,0.432,0.55,-7.121,0.105,0.401,231333,0.788,0.0341,36,Electronic/Dance
17875,Black Ops 2,Namasenda,club,0.765,0.622,-3.768,0.17,0.652,123306,0.381,0.0345,41,Electronic/Dance
17876,A Hero Born,Celina,club,0.781,0.528,-7.305,0.12,0.0388,200175,0.00636,0.0318,16,Electronic/Dance
17877,You Can't Outrun the Devil,King Stephen,club,0.991,0.252,-2.723,0.267,0.111,353837,7.8e-06,0.541,15,Electronic/Dance
17880,This Woman's Work - Dance Version,KilSoSouth,club,0.629,0.603,-7.015,0.277,0.0701,120000,0.000524,0.0762,15,Electronic/Dance
17882,Hello (Glee Cast Version) (feat. Jonathan Groff),Glee Cast;Jonathan Groff,club,0.3,0.586,-9.517,0.117,0.319,206040,0.813,0.0335,43,Electronic/Dance
17884,I Dont Want Your Number,Kyle Edwards;DJ Smallz 732,club,0.452,0.92,-9.494,0.0574,0.814,82378,0.193,0.201,15,Electronic/Dance
17889,This Boy Is A Mess,The Orchids,club,0.535,0.617,-13.171,0.59,0.963,200586,0.0665,0.0279,15,Electronic/Dance
17892,In My Car,The Magnetic Fields,club,0.554,0.376,-11.649,0.427,0.677,176986,0.317,0.0313,18,Electronic/Dance
17894,Wheres My Shit,Girl Pusher,club,0.966,0.285,-8.013,0.113,0.0863,123428,0.239,0.438,15,Electronic/Dance
17895,Malfunction,Free Refills,club,0.955,0.384,1.795,0.0542,0.888,116804,0.00312,0.0851,15,Electronic/Dance
17896,Silly Love Songs,Glee Cast,club,0.752,0.508,-8.823,0.939,0.381,153493,0.435,0.0521,16,Electronic/Dance
17899,Forever Young (Glee Cast Version),Glee Cast,club,0.272,0.637,-8.468,0.0958,0.179,234653,0.826,0.0263,15,Electronic/Dance
17902,Say Goodbye Fireflies,El Tigr3,club,0.857,0.578,-10.54,0.0885,0.0349,261066,0.236,0.0419,36,Electronic/Dance
17903,I Need Nothing From You,Sega Bodega,club,0.133,0.418,-12.277,0.0716,0.378,218250,0.624,0.0534,41,Electronic/Dance
17905,Mad At Chu,Infraction;Jinaction,club,0.885,0.742,-3.635,0.0858,0.47,180000,0.00448,0.0653,31,Electronic/Dance
17907,How To Fight,Eartheater,club,0.249,0.404,-15.881,0.171,0.284,211295,0.702,0.0472,39,Electronic/Dance
17910,Salv Goes To Hollywood,Sega Bodega,club,0.514,0.761,-9.271,0.217,0.258,182000,0.0492,0.143,39,Electronic/Dance
17911,Behemoth,Gost,club,0.982,0.551,-1.265,0.19,0.175,267090,9.38e-06,0.139,43,Electronic/Dance
17912,RUB YA TUMMY,Retroj;@1Tmt__,club,0.524,0.896,-8.973,0.131,0.282,96849,0.36,0.055,14,Electronic/Dance
17914,Crushed,Actress,club,0.632,0.783,-10.869,0.0792,0.579,195122,0.354,0.27,46,Electronic/Dance
17915,Below The Clavicle,Eartheater,club,0.276,0.409,-10.627,0.0666,0.105,238558,0.907,0.0306,41,Electronic/Dance
17920,First Date at Starcourt Mall,Dark Smoke Signal,club,0.873,0.42,-6.786,0.102,0.707,256125,0.00696,0.0376,14,Electronic/Dance
17921,Back To Black,Glee Cast,club,0.721,0.538,-4.641,0.332,0.33,239306,0.2,0.0534,46,Electronic/Dance
17923,Red Eyes,Noisecream,club,0.866,0.771,-5.722,0.0748,0.432,179486,7.57e-05,0.093,32,Electronic/Dance
17926,Make It Bounce,Kyle Edwards;DJ Smallz 732,club,0.436,0.912,-12.266,0.104,0.409,100414,0.111,0.107,15,Electronic/Dance
17929,Turnt Up,Big Dope P,club,0.981,0.811,-1.337,0.123,0.435,175080,0.05,0.341,15,Electronic/Dance
17932,Body Drop - Remix,Ase Manual;Byrell The Great,club,0.767,0.874,-9.297,0.0933,0.429,179076,0.212,0.0706,15,Electronic/Dance
17934,Here In My Heart,The 6ths,club,0.802,0.549,-9.925,0.625,0.894,210200,0.0655,0.0308,15,Electronic/Dance
17935,Alteredeath,Dav Dralleon,club,0.954,0.546,-6.204,0.234,0.348,222006,0.0102,0.0535,14,Electronic/Dance
17938,My Empty Arms,The Softies,club,0.31,0.558,-9.789,0.122,0.0913,219786,0.908,0.0283,17,Electronic/Dance
17944,Here Comes The Sun (Glee Cast Version) (feat. Demi Lovato),Glee Cast;Demi Lovato,club,0.329,0.698,-6.227,0.151,0.379,180453,0.792,0.0268,42,Electronic/Dance
17945,Castle Down a Dirt Road,The Magnetic Fields,club,0.658,0.297,-4.754,0.191,0.507,107200,0.988,0.0424,18,Electronic/Dance
17946,passin through,Organ Tapes,club,0.277,0.556,-16.92,0.0974,0.205,178681,0.904,0.0273,16,Electronic/Dance
17947,(I Want to Join A) Biker Gang,The Magnetic Fields,club,0.852,0.587,-6.195,0.329,0.487,141120,0.69,0.0508,18,Electronic/Dance
17956,A B Y S S,1788-L;TYNAN,club,0.938,0.393,-5.819,0.398,0.102,212893,0.00467,0.137,35,Electronic/Dance
17959,21 (What's 9+10),Mvntana,club,0.597,0.81,-6.835,0.235,0.785,60670,0.0844,0.478,14,Electronic/Dance
17960,Clutch,Power Glove,club,0.813,0.655,-6.812,0.112,0.432,253539,0.0422,0.0537,37,Electronic/Dance
17962,Give It To Me,One True God,club,0.503,0.742,-8.196,0.12,0.269,206037,0.202,0.0535,33,Electronic/Dance
17964,Death On The Dance Floor,ZABO;ARIUS,club,0.945,0.684,-2.583,0.172,0.0829,214406,0.0184,0.0854,29,Electronic/Dance
17966,Full Throttle,LeKtriQue;MIDNIGHT CVLT,club,0.935,0.649,-4.473,0.11,0.22,332540,0.00274,0.0528,37,Electronic/Dance
17967,Crypt,Tonebox,club,0.639,0.697,-9.33,0.155,0.0407,264444,0.228,0.0451,15,Electronic/Dance
17971,Territory,Daniel Deluxe,club,0.649,0.619,-9.68,0.535,0.298,202494,0.01,0.0414,41,Electronic/Dance
17976,Got Bounce (Arch That Back & Bounce It),Mvntana;Pyt Ny,club,0.665,0.849,-8.336,0.314,0.436,84427,0.0079,0.511,15,Electronic/Dance
17978,In the Company of Robots,Oscillian,club,0.776,0.687,-8.136,0.265,0.281,307572,0.0329,0.0996,15,Electronic/Dance
17980,What Will Be Will Be,Allo Darlin',club,0.234,0.61,-15.176,0.129,0.156,217706,0.851,0.0385,15,Electronic/Dance
17986,CORUJA,Conan Osíris,club,0.535,0.686,-9.097,0.084,0.451,253173,0.04,0.0339,14,Electronic/Dance
17989,Jelly-Bean,Gaze,club,0.922,0.408,-6.786,0.332,0.828,126000,0.00205,0.0465,15,Electronic/Dance
17990,The Punks Are Writing Love Songs,Tullycraft,club,0.935,0.597,-5.139,0.368,0.844,178093,0.152,0.106,16,Electronic/Dance
17991,Neon Memories,death's dynamic shroud,club,0.703,0.608,-7.167,0.218,0.271,275979,0.0432,0.0312,40,Electronic/Dance
17995,Narc City,Destryur;Cobra Wipeout,club,0.83,0.519,-6.355,0.518,0.269,188685,5.58e-05,0.0468,15,Electronic/Dance
17998,Shenpa Indicator Light!!!,Fire-Toolz,club,0.882,0.357,-7.669,0.239,0.291,145403,0.00267,0.119,15,Electronic/Dance
17999,earned,Organ Tapes,club,0.477,0.422,-15.273,0.223,0.392,123314,0.0337,0.0318,16,Electronic/Dance
19000,"10,000 Hours (with Justin Bieber)",Dan + Shay;Justin Bieber,country,0.63,0.654,-4.644,0.111,0.43,167693,0.153,0.0259,78,Country/Bluegrass
19001,Country On,Luke Bryan,country,0.751,0.52,-5.064,0.0624,0.519,236455,0.171,0.0551,0,Country/Bluegrass
19003,Something in the Orange,Zach Bryan,country,0.192,0.369,-12.151,0.0954,0.148,228013,0.555,0.04,3,Country/Bluegrass
19009,Country Girl (Shake It For Me),Luke Bryan,country,0.904,0.644,-4.532,0.0834,0.672,225560,0.0295,0.0464,2,Country/Bluegrass
19012,Slow Down Summer,Thomas Rhett,country,0.755,0.464,-5.707,0.0989,0.449,216764,0.00838,0.0354,8,Country/Bluegrass
19019,Put It On Ice,Thomas Rhett;HARDY,country,0.757,0.554,-4.298,0.0604,0.629,184800,0.0101,0.0355,0,Country/Bluegrass
19020,November Air,Zach Bryan,country,0.197,0.429,-9.798,0.146,0.197,243709,0.774,0.032,2,Country/Bluegrass
19022,Playing With Fire,Thomas Rhett;Danielle Bradbery,country,0.697,0.477,-4.348,0.111,0.486,206706,0.031,0.0301,3,Country/Bluegrass
19027,I Love My Country,Florida Georgia Line,country,0.94,0.525,-3.546,0.236,0.636,185466,0.0283,0.065,0,Country/Bluegrass
19031,Have You Ever Seen The Rain,Creedence Clearwater Revival,country,0.697,0.741,-7.03,0.133,0.774,160133,0.0665,0.0277,1,Country/Bluegrass
19035,Rain Is A Good Thing,Luke Bryan,country,0.931,0.622,-4.66,0.328,0.521,176160,0.106,0.0507,0,Country/Bluegrass
19037,If She Wants a Cowboy,Zach Bryan,country,0.823,0.553,-3.194,0.111,0.552,192293,0.0201,0.0689,3,Country/Bluegrass
19039,Hello Mary Lou,Creedence Clearwater Revival,country,0.674,0.633,-8.638,0.0504,0.965,134440,0.0572,0.0348,2,Country/Bluegrass
19041,I Put A Spell On You,Creedence Clearwater Revival,country,0.732,0.393,-8.188,0.0979,0.621,271786,0.00471,0.0295,0,Country/Bluegrass
19047,Bad Moon Rising - Remastered 1985,Creedence Clearwater Revival,country,0.85,0.621,-4.203,0.0581,0.923,139279,0.0221,0.0311,0,Country/Bluegrass
19048,Heading South,Zach Bryan,country,0.378,0.617,-7.108,0.179,0.345,210304,0.808,0.0662,0,Country/Bluegrass
19052,Country Again,Thomas Rhett,country,0.481,0.467,-6.947,0.11,0.248,221240,0.227,0.0255,0,Country/Bluegrass
19053,You,Dan + Shay,country,0.572,0.544,-6.205,0.234,0.52,196253,0.118,0.0319,0,Country/Bluegrass
19058,Alone Together,Dan + Shay,country,0.871,0.541,-4.741,0.0867,0.666,171440,0.00527,0.122,0,Country/Bluegrass
19064,Nothin' Like You,Dan + Shay,country,0.704,0.586,-4.772,0.067,0.442,186253,0.15,0.0307,0,Country/Bluegrass
19068,Officially Christmas,Dan + Shay,country,0.677,0.655,-4.278,0.131,0.62,178386,0.146,0.0326,0,Country/Bluegrass
19069,Tequila - Mushroom People Remix,Dan + Shay;Mushroom People,country,0.713,0.545,-6.944,0.0775,0.476,197817,0.0187,0.0543,0,Country/Bluegrass
19070,You're Still The One,Shania Twain,country,0.54,0.558,-7.2,0.252,0.654,212560,0.501,0.0305,3,Country/Bluegrass
19071,Heartache On The Dance Floor,Jon Pardi,country,0.833,0.596,-4.308,0.0866,0.618,205200,0.0563,0.0474,0,Country/Bluegrass
19077,'Til You Can't,Cody Johnson,country,0.815,0.501,-4.865,0.106,0.46,224213,0.0513,0.0436,1,Country/Bluegrass
19078,I'm Gonna Getcha Good - Green Version,Shania Twain,country,0.789,0.724,-4.813,0.0612,0.945,269400,0.0441,0.0302,0,Country/Bluegrass
19080,Hat Made of Mistletoe,Cody Johnson,country,0.943,0.598,-3.964,0.331,0.801,156346,0.0933,0.0347,1,Country/Bluegrass
19089,Driveway,Cody Johnson,country,0.565,0.486,-6.553,0.109,0.269,167213,0.27,0.0336,0,Country/Bluegrass
19093,Silent Night,Cody Johnson;Clara Johnson;Brandi Johnson;Cori Johnson,country,0.131,0.442,-10.49,0.127,0.277,218826,0.687,0.028,0,Country/Bluegrass
19096,Let's Build a Fire,Cody Johnson,country,0.968,0.417,-3.827,0.0827,0.879,176666,0.00144,0.0452,1,Country/Bluegrass
19098,On My Way to You,Cody Johnson,country,0.537,0.445,-5.477,0.0866,0.246,213306,0.331,0.0311,0,Country/Bluegrass
19100,Hotel California - 2013 Remaster,Eagles,country,0.508,0.579,-9.484,0.0575,0.609,391376,0.00574,0.027,84,Country/Bluegrass
19102,How Not To,Dan + Shay,country,0.836,0.501,-3.587,0.152,0.617,192000,0.208,0.0488,0,Country/Bluegrass
19108,Take Me Home for Christmas,Dan + Shay,country,0.769,0.694,-4.665,0.0976,0.663,203880,0.163,0.0325,1,Country/Bluegrass
19110,Rock and a Hard Place,Bailey Zimmerman,country,0.568,0.582,-7.3,0.105,0.394,207540,0.577,0.0275,0,Country/Bluegrass
19113,Where It Ends,Bailey Zimmerman,country,0.837,0.431,-5.067,0.0879,0.648,179294,0.259,0.0432,1,Country/Bluegrass
19116,Favorite Time Of Year,Carrie Underwood,country,0.881,0.509,-5.302,0.359,0.509,195320,0.00489,0.0497,1,Country/Bluegrass
19124,Let It Be Christmas,Alan Jackson,country,0.4,0.626,-6.689,0.151,0.401,250026,0.798,0.0251,1,Country/Bluegrass
19132,O Come All Ye Faithful,Carrie Underwood,country,0.308,0.248,-6.746,0.118,0.348,194454,0.797,0.03,0,Country/Bluegrass
19138,Southbound,Carrie Underwood,country,0.884,0.614,-4.019,0.077,0.721,202853,0.00122,0.0402,0,Country/Bluegrass
19140,Small Town Crazy,Bailey Zimmerman,country,0.877,0.502,-2.847,0.244,0.696,162352,0.0129,0.0746,0,Country/Bluegrass
19141,Never Comin' Home - Live Acoustic,Bailey Zimmerman,country,0.51,0.585,-6.028,0.0997,0.436,198958,0.427,0.0322,0,Country/Bluegrass
19143,Deck The Halls,George Strait,country,0.522,0.607,-10.068,0.129,0.887,119120,0.235,0.0279,0,Country/Bluegrass
19144,Heartland - Pure Country/Soundtrack Version,George Strait,country,0.89,0.449,-9.5,0.112,0.696,138160,0.0521,0.05,0,Country/Bluegrass
19145,O Christmas Tree,George Strait,country,0.295,0.499,-11.782,0.0829,0.323,147720,0.794,0.0287,0,Country/Bluegrass
19147,Christmas Cookies,George Strait,country,0.621,0.743,-10.742,0.108,0.865,195560,0.465,0.0651,0,Country/Bluegrass
19152,God's Country,Blake Shelton,country,0.754,0.537,-5.102,0.118,0.212,204800,0.0586,0.0399,0,Country/Bluegrass
19158,Christmas All Over The World,Tim McGraw,country,0.782,0.565,-5.098,0.0782,0.798,166168,0.0341,0.0305,0,Country/Bluegrass
19161,Happy Anywhere,Blake Shelton;Gwen Stefani,country,0.737,0.606,-5.745,0.057,0.65,171026,0.134,0.0321,0,Country/Bluegrass
19164,Come Back as a Country Boy,Blake Shelton,country,0.796,0.494,-3.965,0.309,0.447,221733,0.0197,0.0324,1,Country/Bluegrass
19165,Austin,Blake Shelton,country,0.609,0.603,-7.063,0.0982,0.275,230333,0.188,0.0278,0,Country/Bluegrass
19170,Knowing You,Kenny Chesney,country,0.562,0.568,-6.12,0.119,0.178,226266,0.23,0.0258,0,Country/Bluegrass
19171,Nobody but You,Blake Shelton;Gwen Stefani,country,0.653,0.465,-5.515,0.172,0.233,194866,0.111,0.0273,0,Country/Bluegrass
19173,Diamond Rings And Old Barstools,Tim McGraw;Catherine Dunn,country,0.496,0.55,-6.325,0.119,0.353,198373,0.463,0.025,1,Country/Bluegrass
19184,Everyone She Knows,Kenny Chesney,country,0.682,0.659,-5.045,0.159,0.664,204986,0.00992,0.0293,0,Country/Bluegrass
19191,She Doesn't Know She's Got It,Blake Shelton,country,0.873,0.654,-5.108,0.141,0.879,198800,0.069,0.0298,0,Country/Bluegrass
19194,The Life,Kenny Chesney,country,0.53,0.797,-8.876,0.107,0.721,266813,0.575,0.025,0,Country/Bluegrass
19199,Pledge Allegiance To The Hag,Eric Church,country,0.644,0.588,-9.213,0.0906,0.27,265680,0.0444,0.0515,0,Country/Bluegrass
19201,Nothing Lasts Forever,Sam Hunt,country,0.444,0.467,-7.181,0.158,0.187,184320,0.365,0.0602,0,Country/Bluegrass
19204,Stay Downtown,Cole Swindell,country,0.756,0.336,-4.191,0.189,0.237,201866,0.00275,0.045,0,Country/Bluegrass
19205,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,Kacey Musgraves;Lana Del Rey,country,0.183,0.469,-15.414,0.71,0.381,132108,0.829,0.0407,0,Country/Bluegrass
19207,"I Still Believe - Live on ""A Holly Dolly Christmas"" TV Special",Dolly Parton,country,0.534,0.544,-8.335,0.111,0.362,229874,0.269,0.0328,1,Country/Bluegrass
19217,Body Like A Back Road,Sam Hunt,country,0.458,0.732,-7.225,0.136,0.661,165386,0.447,0.0311,0,Country/Bluegrass
19218,I'll Be The Moon,Dierks Bentley;Maren Morris,country,0.549,0.561,-8.341,0.105,0.42,210600,0.547,0.0668,0,Country/Bluegrass
19219,"Mary, Did You Know?",Dolly Parton,country,0.382,0.355,-9.257,0.123,0.261,266506,0.784,0.0378,0,Country/Bluegrass
19221,She Had Me at Heads Carolina,Cole Swindell,country,0.912,0.607,-3.449,0.332,0.722,206106,0.124,0.0611,2,Country/Bluegrass
19225,One Too Many,Keith Urban;P!nk,country,0.53,0.702,-6.403,0.396,0.561,203800,0.211,0.0558,0,Country/Bluegrass
19229,"Cuddle Up, Cozy Down Christmas",Dolly Parton;Michael Bublé,country,0.515,0.658,-7.283,0.154,0.652,219169,0.678,0.0368,0,Country/Bluegrass
19230,Single Saturday Night,Cole Swindell,country,0.786,0.634,-5.093,0.182,0.653,189960,0.129,0.0411,0,Country/Bluegrass
19232,Christmas Makes Me Cry,Kacey Musgraves,country,0.206,0.477,-10.4,0.229,0.2,170786,0.9,0.0349,0,Country/Bluegrass
19235,You Should Be Here,Cole Swindell,country,0.641,0.491,-4.456,0.0857,0.299,190173,0.0592,0.0282,0,Country/Bluegrass
19240,All I Want for Christmas Is You,Dolly Parton;Jimmy Fallon,country,0.755,0.42,-5.904,0.204,0.361,244874,0.593,0.0584,0,Country/Bluegrass
19246,Chillin' It,Cole Swindell,country,0.849,0.576,-3.057,0.109,0.666,196746,0.511,0.0386,1,Country/Bluegrass
19249,Baby It's Cold Outside,Willie Nelson;Norah Jones,country,0.358,0.532,-11.136,0.112,0.449,240533,0.717,0.0671,1,Country/Bluegrass
19250,"Take Me Home, Country Roads",John Denver,country,0.395,0.462,-9.376,0.121,0.625,190160,0.758,0.0264,73,Country/Bluegrass
19252,star-crossed,Kacey Musgraves,country,0.441,0.378,-9.142,0.0887,0.158,199226,0.709,0.0355,0,Country/Bluegrass
19264,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,Kacey Musgraves;Camila Cabello,country,0.598,0.745,-6.053,0.678,0.789,124240,0.129,0.0975,2,Country/Bluegrass
19265,Present Without A Bow,Kacey Musgraves;Leon Bridges,country,0.492,0.693,-6.962,0.0972,0.595,230480,0.559,0.0378,0,Country/Bluegrass
19277,Glittery - From The Kacey Musgraves Christmas Show Soundtrack,Kacey Musgraves;Troye Sivan,country,0.275,0.595,-9.815,0.107,0.345,143596,0.864,0.0309,0,Country/Bluegrass
19286,Mele Kalikimaka - From The Kacey Musgraves Christmas Show,Kacey Musgraves;Zooey Deschanel,country,0.5,0.78,-9.785,0.718,0.717,183943,0.571,0.0468,0,Country/Bluegrass
19295,Christmas Makes Me Cry - From The Kacey Musgraves Christmas Show,Kacey Musgraves,country,0.21,0.506,-12.534,0.75,0.414,183372,0.808,0.0569,0,Country/Bluegrass
19297,A Willie Nice Christmas,Kacey Musgraves;Willie Nelson,country,0.636,0.622,-7.397,0.136,0.759,203640,0.775,0.0352,0,Country/Bluegrass
19301,Need You Now,Lady A,country,0.717,0.581,-4.433,0.243,0.316,236440,0.0298,0.0318,74,Country/Bluegrass
19303,Be Like That - feat. Swae Lee & Khalid,Kane Brown;Swae Lee;Khalid,country,0.626,0.727,-8.415,0.126,0.322,191406,0.0469,0.0726,75,Country/Bluegrass
19305,Memory,Kane Brown;blackbear,country,0.889,0.434,-5.684,0.273,0.845,153337,0.395,0.0509,72,Country/Bluegrass
19306,Growing Old With You,Restless Road,country,0.516,0.478,-7.276,0.0823,0.376,196007,0.403,0.0267,65,Country/Bluegrass
19307,In Case You Didn't Know,Brett Young,country,0.536,0.607,-7.306,0.102,0.434,224853,0.386,0.0305,75,Country/Bluegrass
19312,Handle On You,Parker McCollum,country,0.931,0.588,-3.925,0.345,0.625,219333,0.00411,0.0318,1,Country/Bluegrass
19314,I Let A Damn Good Woman Leave,Riley Green,country,0.583,0.526,-7.344,0.0644,0.381,212200,0.0395,0.0268,1,Country/Bluegrass
19315,You Ain't Here To Kiss Me,Brett Young,country,0.662,0.411,-6.538,0.122,0.435,218960,0.0924,0.0513,1,Country/Bluegrass
19316,The Thing That Wrecks You,Lady A;Little Big Town,country,0.474,0.474,-7.337,0.104,0.131,275133,0.347,0.0265,1,Country/Bluegrass
19318,Joy To The World,Rascal Flatts,country,0.88,0.417,-4.022,0.0755,0.579,218520,0.167,0.0521,0,Country/Bluegrass
19319,Christmas Through Your Eyes,Lady A,country,0.579,0.584,-7.347,0.302,0.256,239266,0.428,0.024,0,Country/Bluegrass
19324,"You're A Mean One, Mr. Grinch",Darius Rucker,country,0.521,0.605,-7.266,0.102,0.765,206840,0.264,0.0403,1,Country/Bluegrass
19325,A Holly Jolly Christmas,Lady A,country,0.52,0.626,-4.389,0.0447,0.746,122826,0.392,0.0284,0,Country/Bluegrass
19326,Have Yourself A Merry Little Christmas,Little Big Town,country,0.179,0.376,-11.792,0.111,0.206,229520,0.893,0.0369,1,Country/Bluegrass
19332,O Holy Night,Lauren Alaina,country,0.498,0.287,-5.75,0.072,0.141,268373,0.717,0.029,0,Country/Bluegrass
19335,I'll Be Home for Christmas,Kenny Rogers,country,0.229,0.437,-10.99,0.129,0.127,164906,0.729,0.0296,0,Country/Bluegrass
19338,Champagne Night - From Songland,Lady A,country,0.927,0.523,-2.796,0.168,0.939,185069,0.0272,0.0489,0,Country/Bluegrass
19342,A Little Less Talk And A Lot More Action,Toby Keith,country,0.869,0.738,-5.118,0.277,0.92,169453,0.123,0.0401,0,Country/Bluegrass
19343,Go Tell It On The Mountain,Little Big Town,country,0.881,0.538,-5.205,0.222,0.392,230000,0.132,0.0824,0,Country/Bluegrass
19344,Don't Fall In Love With A Dreamer,Kenny Rogers;Kim Carnes,country,0.391,0.528,-9.39,0.115,0.201,220400,0.0333,0.0253,0,Country/Bluegrass
19348,Like My Mother Does - American Idol Performance,Lauren Alaina,country,0.654,0.473,-5.417,0.121,0.174,252053,0.0118,0.0291,0,Country/Bluegrass
19349,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,country,0.674,0.426,-5.529,0.0784,0.378,195480,0.48,0.0452,0,Country/Bluegrass
19351,Whiskey Lullaby (feat. Alison Krauss),Brad Paisley;Alison Krauss,country,0.35,0.587,-10.954,0.156,0.17,259453,0.74,0.0318,64,Country/Bluegrass
19352,Country State Of Mind,Josh Turner;Chris Janson,country,0.833,0.594,-5.559,0.315,0.592,242022,0.0119,0.0337,0,Country/Bluegrass
19356,The Good Ones,Gabby Barrett,country,0.552,0.519,-5.023,0.149,0.331,215140,0.18,0.0259,0,Country/Bluegrass
19357,I Hope,Gabby Barrett;Charlie Puth,country,0.576,0.563,-6.495,0.158,0.412,211605,0.171,0.0401,0,Country/Bluegrass
19359,Achy Breaky Heart,Billy Ray Cyrus,country,0.753,0.768,-5.63,0.0893,0.964,206800,0.0541,0.0289,0,Country/Bluegrass
19363,The First Noel,Gabby Barrett,country,0.351,0.458,-6.049,0.143,0.102,261303,0.696,0.0244,0,Country/Bluegrass
19368,Every Little Thing,Carly Pearce,country,0.427,0.639,-6.512,0.0903,0.322,181053,0.434,0.0368,2,Country/Bluegrass
19371,Go Tell It On The Mountain,Josh Turner,country,0.485,0.508,-6.903,0.126,0.808,173746,0.835,0.0325,1,Country/Bluegrass
19373,On The Rocks,Justin Moore,country,0.586,0.524,-5.778,0.11,0.416,210209,0.375,0.0273,2,Country/Bluegrass
19375,Holly Jolly Christmas,Maddie & Tae,country,0.487,0.699,-8.28,0.0986,0.665,138760,0.717,0.0326,1,Country/Bluegrass
19380,Footprints on the Moon,Gabby Barrett,country,0.749,0.506,-4.982,0.223,0.372,190223,0.00648,0.0388,0,Country/Bluegrass
19381,She Ain’t Mine No More,Justin Moore,country,0.795,0.606,-5.03,0.0892,0.599,217227,0.0411,0.0284,1,Country/Bluegrass
19385,Woman You Got,Maddie & Tae,country,0.896,0.515,-3.548,0.161,0.715,177973,0.112,0.0558,0,Country/Bluegrass
19386,Christmas in America,Kenny Rogers,country,0.228,0.524,-13.685,0.129,0.475,182773,0.661,0.0326,0,Country/Bluegrass
19388,Have Yourself A Merry Little Christmas,Maddie & Tae,country,0.458,0.397,-7.796,0.11,0.239,229019,0.339,0.0293,0,Country/Bluegrass
19393,Christmas (Baby Please Come Home),Maddie & Tae,country,0.451,0.424,-7.486,0.124,0.184,182506,0.821,0.0285,0,Country/Bluegrass
19395,Kentucky Homemade Christmas,Kenny Rogers,country,0.709,0.563,-7.855,0.066,0.497,254742,0.0936,0.0272,0,Country/Bluegrass
19399,Santa Looked a Lot Like Daddy,Travis Tritt,country,0.778,0.622,-8.987,0.0978,0.975,148453,0.234,0.0361,0,Country/Bluegrass
19401,The Bones - with Hozier,Maren Morris;Hozier,country,0.597,0.561,-6.0,0.0979,0.355,197298,0.286,0.0405,71,Country/Bluegrass
19406,Songs About You,Brett Eldredge,country,0.558,0.649,-4.863,0.172,0.635,202386,0.147,0.0253,0,Country/Bluegrass
19407,Holy Water,Brett Eldredge,country,0.363,0.519,-8.238,0.108,0.211,164426,0.317,0.0302,0,Country/Bluegrass
19409,Wanna Be That Song,Brett Eldredge,country,0.686,0.518,-4.911,0.114,0.337,236226,0.114,0.0313,0,Country/Bluegrass
19412,"Baby, It's Cold Outside",Brett Eldredge;Meghan Trainor,country,0.575,0.609,-4.789,0.176,0.662,173546,0.723,0.0387,0,Country/Bluegrass
19413,This Kiss,Faith Hill,country,0.779,0.47,-6.624,0.142,0.749,194866,0.161,0.0424,0,Country/Bluegrass
19416,Longneck Way To Go,Midland;Jon Pardi,country,0.883,0.485,-4.906,0.37,0.604,188400,0.00177,0.0403,1,Country/Bluegrass
19419,"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",Faith Hill,country,0.333,0.373,-9.876,0.121,0.0815,247040,0.59,0.0303,0,Country/Bluegrass
19425,Holly Jolly Christmas,Faith Hill,country,0.372,0.606,-12.949,0.0432,0.662,138200,0.42,0.0718,0,Country/Bluegrass
19427,The Lucky One,Faith Hill,country,0.866,0.674,-4.067,0.377,0.684,216426,0.0739,0.0328,0,Country/Bluegrass
19428,A Holly Jolly Christmas,Brett Eldredge,country,0.474,0.681,-8.623,0.137,0.7,142840,0.621,0.0423,0,Country/Bluegrass
