season,week,date,away,home,score_away,score_home,first_downs_away,first_downs_home,third_down_comp_away,third_down_att_away,third_down_comp_home,third_down_att_home,fourth_down_comp_away,fourth_down_att_away,fourth_down_comp_home,fourth_down_att_home,plays_away,plays_home,drives_away,drives_home,yards_away,yards_home,pass_comp_away,pass_att_away,pass_yards_away,pass_comp_home,pass_att_home,pass_yards_home,sacks_num_away,sacks_yards_away,sacks_num_home,sacks_yards_home,rush_att_away,rush_yards_away,rush_att_home,rush_yards_home,pen_num_away,pen_yards_away,pen_num_home,pen_yards_home,redzone_comp_away,redzone_att_away,redzone_comp_home,redzone_att_home,fumbles_away,fumbles_home,interceptions_away,interceptions_home,def_st_td_away,def_st_td_home,possession_away,possession_home
2009,1,2009-09-13,Dolphins,Falcons,7,19,16,19,4,11,6,15,1,1,0,0,56,65,11,11,259,281,21,30,163,22,36,213,4,13,2,16,22,96,27,68,4,27,4,35,1,2,2,5,3,0,1,0,0,0,29:07,30:53
2009,1,2009-09-13,Broncos,Bengals,12,7,10,16,3,12,5,15,0,0,1,2,51,63,12,11,302,307,17,28,227,21,33,221,3,16,3,26,20,75,27,86,6,39,4,27,1,1,1,2,0,0,0,2,0,0,26:33,33:27
2009,1,2009-09-13,Vikings,Browns,34,20,19,17,6,14,3,12,0,0,0,1,63,60,13,13,310,268,14,22,85,21,35,179,4,25,5,26,37,225,20,89,3,38,8,66,3,5,1,2,0,1,0,1,0,1,33:22,26:38
2009,1,2009-09-13,Jaguars,Colts,12,14,12,21,6,15,8,14,1,2,0,2,55,70,10,11,228,365,14,28,114,28,38,294,1,8,1,7,26,114,31,71,3,24,3,17,1,2,1,2,0,1,0,1,0,0,26:04,33:56
2009,1,2009-09-13,Lions,Saints,27,45,14,28,3,14,9,13,2,2,0,0,58,69,12,13,231,515,16,37,198,26,34,358,1,7,0,0,20,33,35,157,8,80,7,36,2,4,4,6,0,2,3,1,2,0,23:30,36:30
2009,1,2009-09-13,Cowboys,Buccaneers,34,21,18,26,3,10,5,13,0,0,1,2,52,73,11,11,462,450,16,27,344,25,42,276,1,9,0,0,24,118,31,174,4,41,4,20,1,2,3,3,0,0,0,0,0,0,26:28,33:32
2009,1,2009-09-13,Eagles,Panthers,38,10,17,14,5,13,3,16,1,2,2,3,63,69,14,15,267,169,17,29,82,14,34,83,2,20,5,55,32,185,30,86,9,76,5,30,2,3,1,3,1,2,1,5,3,0,31:37,28:23
2009,1,2009-09-13,Chiefs,Ravens,24,38,11,32,2,10,10,17,1,2,1,1,44,85,11,11,188,501,16,24,159,26,43,303,3,18,1,4,17,29,41,198,3,15,8,65,2,2,4,4,0,0,0,1,1,0,20:11,39:49
2009,1,2009-09-13,Jets,Texans,24,7,22,11,10,18,3,10,2,2,0,1,73,48,11,9,462,183,18,31,272,18,33,145,0,0,2,21,42,190,13,38,10,80,6,37,1,2,0,0,0,1,1,1,0,2,38:46,21:14
2009,1,2009-09-13,Commanders,Giants,17,23,15,18,5,12,6,13,1,1,0,1,50,61,10,10,272,351,19,26,187,20,29,248,3,24,1,8,21,85,31,103,4,32,4,30,2,3,0,3,1,1,1,1,0,2,23:52,36:08
2009,1,2009-09-13,49ers,Cardinals,20,16,13,17,7,18,4,14,0,0,0,1,60,64,13,15,203,299,18,31,182,26,44,259,4,27,3,29,25,21,17,40,4,31,12,82,2,3,1,2,1,0,0,2,0,0,31:37,28:23
2009,1,2009-09-13,Rams,Seahawks,0,28,13,25,2,12,8,15,0,1,0,0,57,70,12,12,247,446,17,36,170,25,36,279,3,21,0,0,18,77,34,167,10,85,4,25,0,2,2,3,1,1,0,2,0,0,27:33,32:27
2009,1,2009-09-13,Bears,Packers,15,21,18,12,4,15,4,14,1,3,0,0,69,54,13,13,352,226,17,36,266,17,28,150,2,11,4,34,31,86,22,76,3,25,6,45,0,3,1,3,0,0,4,0,0,0,33:03,26:57
2009,1,2009-09-14,Bills,Patriots,24,25,17,28,4,10,10,16,1,1,0,2,48,77,8,11,276,441,15,25,186,39,53,368,4,26,1,10,19,90,23,73,9,71,6,55,2,2,3,5,1,0,0,1,2,0,22:52,37:08
2009,1,2009-09-14,Chargers,Raiders,24,20,19,19,5,12,7,14,0,0,1,1,62,65,13,11,317,366,24,36,240,14,32,218,3,12,1,7,23,77,32,148,9,60,6,40,3,4,1,3,1,1,1,2,0,0,28:23,31:37
2009,2,2009-09-20,Panthers,Falcons,20,28,24,23,7,12,6,12,0,1,2,2,67,64,10,9,440,371,25,41,296,21,27,220,1,12,0,0,25,144,37,151,6,35,6,40,2,3,3,4,1,1,1,1,0,0,28:28,31:32
2009,2,2009-09-20,Vikings,Lions,27,13,18,17,3,11,5,13,1,1,2,2,56,66,11,11,265,265,24,28,153,18,30,136,3,16,2,16,25,112,34,129,5,43,6,45,2,4,1,2,1,1,0,2,0,0,29:35,30:25
2009,2,2009-09-20,Bengals,Packers,31,24,19,22,9,14,6,13,0,0,0,0,59,63,12,12,319,311,15,23,168,21,39,222,2,17,6,39,34,151,18,89,13,100,11,76,4,4,2,3,0,1,2,0,0,2,33:48,26:12
2009,2,2009-09-20,Texans,Titans,34,31,19,19,5,16,5,11,2,2,0,1,68,60,13,14,420,449,25,39,357,21,33,209,0,0,2,7,29,63,25,240,6,40,8,64,2,3,1,1,0,1,0,1,0,0,34:03,25:57
2009,2,2009-09-20,Raiders,Chiefs,13,10,11,25,3,13,5,15,0,0,2,3,51,79,11,11,166,409,7,24,99,24,39,236,2,10,2,5,25,67,38,173,7,45,9,70,1,1,0,2,0,0,0,2,0,0,21:21,38:39
2009,2,2009-09-20,Patriots,Jets,9,16,18,14,5,15,3,11,0,1,0,0,67,55,11,12,299,254,23,47,216,14,22,137,0,0,2,26,20,83,31,117,11,89,8,55,0,3,1,3,0,1,1,0,0,0,30:50,29:10
2009,2,2009-09-20,Saints,Eagles,48,22,23,23,6,13,7,16,0,1,1,2,65,75,12,14,421,463,25,34,288,31,52,384,2,23,1,7,29,133,22,79,3,13,7,45,4,6,1,5,0,1,1,3,2,0,30:26,29:34
2009,2,2009-09-20,Rams,Commanders,7,9,14,21,6,12,7,15,0,1,1,2,50,70,8,8,245,362,15,28,119,23,36,237,1,6,1,5,21,126,33,125,6,45,5,35,1,2,0,5,1,1,0,0,0,0,25:07,34:53
2009,2,2009-09-20,Cardinals,Jaguars,31,17,22,18,2,9,6,16,1,1,1,2,60,67,11,11,383,367,27,32,265,23,43,275,0,0,4,7,28,118,20,92,7,58,8,50,2,2,1,2,2,2,0,1,1,0,31:21,28:39
2009,2,2009-09-20,Buccaneers,Bills,20,33,19,25,4,16,4,12,3,4,1,1,71,68,14,12,353,438,26,50,296,21,31,220,2,0,2,10,19,57,35,218,13,112,7,55,1,2,0,4,0,1,2,1,0,2,30:27,29:33
2009,2,2009-09-20,Seahawks,49ers,10,23,19,16,4,14,5,15,1,2,0,0,65,60,12,13,283,379,25,41,217,19,27,123,1,7,4,21,23,66,29,256,6,45,6,54,1,3,0,1,0,0,1,0,0,0,25:29,34:31
2009,2,2009-09-20,Steelers,Bears,14,17,21,17,6,12,7,14,1,1,0,0,59,57,9,10,308,275,23,35,203,27,38,231,2,18,2,5,22,105,17,44,6,52,10,80,2,3,2,2,1,0,1,0,0,0,30:26,29:34
2009,2,2009-09-20,Browns,Broncos,6,27,11,25,3,14,8,15,0,0,0,1,56,74,12,11,200,449,18,31,146,19,37,263,4,15,0,0,21,54,37,186,4,43,5,50,0,1,2,4,2,1,1,0,0,0,27:16,32:44
2009,2,2009-09-20,Ravens,Chargers,31,26,22,20,4,11,7,16,0,0,1,2,60,68,12,11,311,474,18,27,181,25,45,421,1,9,2,15,32,130,21,53,4,32,12,85,3,4,0,5,0,0,1,2,0,0,28:41,31:19
2009,2,2009-09-20,Giants,Cowboys,33,31,19,23,6,15,6,11,0,0,0,0,64,58,13,13,427,378,25,38,330,13,29,127,0,0,0,0,26,97,29,251,4,40,4,50,0,5,4,4,0,1,0,3,2,0,34:49,25:11
2009,2,2009-09-21,Colts,Dolphins,27,23,14,27,3,7,15,21,0,0,1,1,35,84,9,9,356,403,14,23,295,22,33,164,1,8,2,19,11,61,49,239,4,20,4,20,1,1,2,2,0,0,0,1,0,0,14:53,45:07
2009,3,2009-09-27,Commanders,Lions,14,19,22,23,2,10,10,18,1,2,0,0,57,74,10,11,390,381,27,41,325,21,36,227,2,15,2,14,14,65,36,154,9,97,8,58,1,2,1,3,0,0,1,0,0,0,23:12,36:48
2009,3,2009-09-27,Packers,Rams,36,17,24,22,2,9,4,14,0,0,1,2,62,69,13,12,402,336,13,23,250,19,35,187,2,19,1,0,37,152,33,149,6,51,6,40,3,5,1,2,0,2,0,1,0,0,30:19,29:41
2009,3,2009-09-27,49ers,Vikings,24,27,13,19,0,11,10,20,1,1,0,1,52,75,15,14,246,377,15,25,188,24,46,283,1,7,2,18,26,58,27,94,7,60,9,52,2,3,0,1,0,0,1,1,1,1,27:51,32:09
2009,3,2009-09-27,Falcons,Patriots,10,26,13,28,2,9,8,18,1,1,3,3,45,81,9,9,257,445,17,28,199,25,42,277,0,0,0,0,17,58,39,168,7,54,2,10,1,2,1,5,1,0,0,0,0,0,20:11,39:49
2009,3,2009-09-27,Titans,Jets,17,24,17,13,4,14,4,16,0,2,0,0,69,64,14,16,286,229,15,37,159,17,30,146,2,11,3,25,30,127,31,83,3,15,3,25,2,2,3,4,2,1,2,1,0,0,27:22,32:38
2009,3,2009-09-27,Chiefs,Eagles,14,34,11,21,0,11,6,13,2,2,0,1,51,63,13,12,196,420,15,19,97,24,36,327,3,19,0,0,29,99,27,93,10,90,3,20,1,2,2,3,1,1,0,0,0,0,29:25,30:35
2009,3,2009-09-27,Giants,Buccaneers,24,0,27,5,10,16,0,9,0,0,1,2,76,36,10,10,397,86,16,27,171,11,26,58,0,0,0,0,49,226,10,28,5,60,5,25,3,5,0,1,0,0,0,1,0,0,43:38,16:22
2009,3,2009-09-27,Browns,Ravens,3,34,11,28,3,12,4,11,0,0,1,1,52,66,13,11,186,479,17,27,115,26,37,337,2,11,1,9,23,71,28,142,5,46,8,84,0,1,3,6,0,1,4,0,0,0,28:42,31:18
2009,3,2009-09-27,Jaguars,Texans,31,24,24,23,5,11,4,10,1,1,1,1,62,59,11,10,399,397,18,30,214,26,35,286,0,0,2,14,32,185,22,111,5,40,5,60,3,3,3,5,1,1,0,1,0,0,30:52,29:08
2009,3,2009-09-27,Saints,Bills,27,7,21,13,5,15,2,14,1,2,1,2,69,61,13,12,378,243,16,29,156,21,36,154,2,16,4,27,38,222,21,89,9,97,12,116,2,4,0,0,1,1,0,1,0,0,33:34,26:26
2009,3,2009-09-27,Bears,Seahawks,25,19,14,19,4,12,7,17,1,1,1,2,57,75,13,12,318,346,21,27,233,26,44,243,2,14,3,18,28,85,28,103,6,60,4,45,3,5,0,2,1,1,1,1,0,0,30:24,29:36
2009,3,2009-09-27,Steelers,Bengals,20,23,17,19,6,12,3,12,0,1,3,3,60,58,10,10,373,273,22,31,271,20,37,173,1,5,2,10,28,102,19,100,5,51,4,30,1,4,2,3,0,0,1,0,0,2,34:42,25:18
2009,3,2009-09-27,Broncos,Raiders,23,3,21,9,5,12,3,10,1,2,1,2,68,47,10,10,372,137,13,23,157,12,21,42,0,0,3,19,45,215,23,95,5,30,6,53,2,6,0,1,1,1,0,2,0,0,36:15,23:45
2009,3,2009-09-27,Dolphins,Chargers,13,23,19,19,5,12,7,14,1,1,0,1,63,63,10,9,289,355,18,31,140,18,33,286,1,6,2,17,31,149,28,69,7,39,3,20,1,4,1,6,1,1,1,0,0,2,32:27,27:33
2009,3,2009-09-27,Colts,Cardinals,31,10,22,21,3,11,4,14,1,2,1,2,66,70,13,13,505,323,24,35,379,32,54,299,0,0,4,40,31,126,12,24,7,69,5,35,2,5,1,4,0,1,1,2,0,0,31:42,28:18
2009,3,2009-09-28,Panthers,Cowboys,7,21,15,24,1,8,5,13,1,1,0,0,52,67,11,10,271,449,22,33,198,22,33,237,3,22,2,18,16,73,32,212,6,60,9,80,0,1,1,4,1,0,2,0,0,2,22:56,37:04
2009,4,2009-10-04,Lions,Bears,24,48,25,14,7,17,2,10,0,1,1,1,78,50,13,13,398,276,30,47,308,18,28,125,5,42,2,16,26,90,20,151,7,51,3,36,3,4,4,5,1,0,1,0,0,1,36:30,23:30
2009,4,2009-10-04,Bengals,Browns,23,20,21,22,5,18,6,19,3,3,1,1,76,83,15,16,375,395,23,44,221,26,48,249,2,9,2,20,30,154,33,146,6,46,5,44,2,4,2,5,1,1,1,1,2,0,36:01,38:55
2009,4,2009-10-04,Seahawks,Colts,17,34,20,24,6,15,8,13,1,1,0,0,69,63,11,10,279,431,33,45,230,31,41,353,5,27,0,0,19,49,22,78,6,45,7,48,2,3,4,6,2,0,0,1,0,0,31:06,28:54
2009,4,2009-10-04,Giants,Chiefs,27,16,21,15,6,15,2,15,1,2,3,4,71,62,15,12,429,193,20,36,273,15,32,88,2,19,5,39,33,156,25,105,8,54,7,55,1,4,2,3,1,1,1,0,0,0,31:15,28:45
2009,4,2009-10-04,Ravens,Patriots,21,27,24,25,9,14,4,10,0,2,1,1,66,65,8,11,363,319,27,47,247,21,32,234,2,17,3,24,17,116,30,85,9,85,5,41,2,4,3,5,1,1,1,0,2,0,25:04,34:56
2009,4,2009-10-04,Buccaneers,Commanders,13,16,12,14,2,13,4,14,0,0,1,2,55,60,13,12,229,277,13,22,100,12,22,152,3,6,3,18,30,129,35,125,5,40,4,40,1,3,1,1,1,1,1,3,0,0,31:04,28:56
2009,4,2009-10-04,Titans,Jaguars,17,37,19,27,8,16,6,13,1,2,0,0,67,69,12,13,379,442,29,48,284,27,37,305,0,0,2,18,19,95,30,137,6,68,4,30,2,3,3,6,1,1,2,0,0,0,25:53,34:07
2009,4,2009-10-04,Raiders,Texans,6,29,8,16,2,15,3,16,1,2,0,0,57,67,15,15,165,329,12,33,120,11,22,209,3,8,4,15,21,45,41,120,9,60,1,5,0,1,1,5,3,1,0,1,0,1,25:47,34:13
2009,4,2009-10-04,Bills,Dolphins,10,38,10,25,1,11,9,17,1,2,2,2,49,73,12,11,206,336,14,26,160,14,22,86,6,32,6,29,17,46,45,250,3,19,5,45,1,3,4,5,0,0,3,0,0,2,22:51,37:09
2009,4,2009-10-04,Jets,Saints,10,24,14,18,3,12,4,13,1,1,0,2,58,64,13,11,244,343,14,27,112,20,32,190,4,26,0,0,27,132,32,153,3,21,7,70,1,2,1,4,1,1,3,0,0,4,27:21,32:39
2009,4,2009-10-04,Cowboys,Broncos,10,17,20,18,3,14,2,10,1,2,0,1,72,57,12,12,315,337,25,42,241,20,29,221,5,14,3,22,25,74,25,116,7,70,10,81,1,3,0,2,1,1,1,0,0,0,33:07,26:53
2009,4,2009-10-04,Rams,49ers,0,35,9,13,5,16,4,13,0,1,0,0,57,57,13,11,177,228,13,24,82,14,24,132,5,26,4,20,28,95,29,96,10,73,3,33,0,0,1,1,2,0,1,0,0,5,29:48,30:12
2009,4,2009-10-04,Chargers,Steelers,28,38,17,32,3,9,8,12,0,0,1,1,47,73,10,10,251,497,21,36,235,27,34,320,3,19,3,19,8,16,36,177,3,20,6,59,2,2,5,5,1,1,0,0,1,0,19:40,40:20
2009,4,2009-10-05,Packers,Vikings,23,30,19,22,7,13,8,14,1,2,1,1,62,62,10,11,424,334,26,37,342,24,32,271,8,42,0,0,17,82,30,63,7,57,2,10,1,3,3,4,1,1,1,0,2,0,28:16,31:44
2009,5,2009-10-11,Browns,Bills,6,3,9,13,4,16,6,17,0,0,0,2,59,68,13,11,193,288,2,17,22,16,31,143,1,1,2,9,41,171,35,145,3,29,13,75,0,2,0,2,0,2,1,1,0,0,28:26,31:34
2009,5,2009-10-11,Steelers,Lions,28,20,18,21,3,8,11,18,0,0,0,1,54,69,11,9,344,335,23,30,262,23,37,225,3,15,7,57,21,82,25,110,6,59,6,66,3,3,0,1,0,0,1,1,0,2,27:25,32:35
2009,5,2009-10-11,Cowboys,Chiefs,26,20,20,20,5,12,5,17,0,0,1,1,61,74,12,14,498,304,20,34,348,23,41,232,1,3,4,21,26,150,29,72,13,90,7,50,0,2,2,2,2,0,0,0,0,0,32:00,34:38
2009,5,2009-10-11,Vikings,Rams,38,10,21,27,7,11,5,12,0,0,1,2,53,70,9,10,377,400,21,27,288,27,38,278,2,12,2,19,24,89,30,122,5,44,7,82,4,4,0,4,0,3,1,1,2,0,27:21,32:39
2009,5,2009-10-11,Raiders,Giants,7,44,7,27,1,11,6,12,1,1,1,1,44,65,12,11,124,483,8,13,64,17,24,263,6,36,0,0,25,60,41,220,7,67,4,37,1,1,4,7,3,1,0,0,0,0,23:56,36:04
2009,5,2009-10-11,Buccaneers,Eagles,14,33,22,16,9,18,4,10,1,3,0,0,75,48,12,11,303,325,26,50,218,17,24,249,3,22,3,16,22,85,21,76,4,30,10,111,2,4,2,2,0,0,3,0,0,0,34:33,25:27
2009,5,2009-10-11,Commanders,Panthers,17,20,15,16,2,9,4,12,0,1,0,1,52,60,11,11,198,248,17,23,124,16,25,162,5,21,3,19,24,74,32,86,4,20,5,27,2,3,2,3,1,1,0,1,0,0,28:43,31:17
2009,5,2009-10-11,Bengals,Ravens,17,14,22,12,5,13,3,11,1,1,0,1,66,51,11,11,403,257,18,31,261,22,31,175,1,10,2,11,34,142,18,82,7,39,10,76,1,3,0,1,1,0,1,2,0,2,34:19,25:41
2009,5,2009-10-11,Falcons,49ers,45,10,28,13,8,14,4,14,0,0,1,2,72,58,12,12,477,279,22,32,329,15,38,179,0,0,3,19,40,148,17,100,8,90,8,92,4,5,1,2,1,2,1,1,0,0,36:29,23:31
2009,5,2009-10-11,Patriots,Broncos,17,20,18,27,5,14,6,14,0,0,0,0,61,75,12,12,305,424,19,33,209,35,48,321,1,6,2,9,27,96,25,103,4,46,3,20,2,2,2,3,1,1,0,1,0,0,28:22,36:29
2009,5,2009-10-11,Texans,Cardinals,21,28,23,19,4,13,2,9,0,2,0,0,71,55,13,12,416,340,35,50,371,26,38,296,0,0,1,6,21,45,16,44,6,53,7,40,3,5,2,3,0,1,1,0,0,2,33:25,26:35
2009,5,2009-10-11,Jaguars,Seahawks,0,41,10,24,2,13,6,14,1,2,1,1,52,71,11,11,199,379,19,32,161,18,30,236,5,29,1,5,15,38,40,143,9,73,1,10,0,2,2,4,2,0,0,0,0,2,25:16,34:44
2009,5,2009-10-11,Colts,Titans,31,9,23,12,8,14,5,14,1,1,0,1,67,57,10,11,367,245,36,44,309,19,35,155,0,0,1,9,23,58,21,90,7,48,9,89,3,4,0,0,1,1,1,1,0,0,33:38,26:22
2009,5,2009-10-12,Jets,Dolphins,27,31,20,23,4,11,9,14,2,2,0,0,55,64,11,9,309,413,12,24,171,21,28,262,1,1,0,0,30,138,36,151,6,56,8,112,3,3,3,4,0,0,0,0,0,0,26:25,33:35
2009,6,2009-10-18,Texans,Bengals,28,17,26,14,7,14,5,12,1,1,0,0,73,53,13,14,472,296,28,40,385,23,35,250,2,7,1,9,31,87,17,46,7,60,4,45,2,4,2,2,1,2,1,1,0,0,36:15,23:45
2009,6,2009-10-18,Lions,Packers,0,26,10,23,0,10,6,12,0,2,0,0,48,72,10,12,149,435,11,25,71,29,37,328,5,34,5,30,18,78,30,107,6,40,13,130,0,1,1,5,0,1,3,1,0,0,19:12,40:48
2009,6,2009-10-18,Ravens,Vikings,31,33,20,19,5,13,5,14,0,0,0,0,64,63,14,12,448,426,28,43,367,21,29,259,3,18,3,19,18,81,31,167,6,74,3,15,1,2,3,6,0,0,0,0,0,0,25:15,34:45
2009,6,2009-10-18,Giants,Saints,27,48,17,28,3,10,7,13,1,1,1,2,57,70,13,12,325,493,18,36,241,23,30,369,2,9,0,0,19,84,40,124,9,110,6,55,2,3,7,8,1,0,1,0,0,0,23:53,36:07
2009,6,2009-10-18,Browns,Steelers,14,27,12,28,5,13,4,11,0,0,1,1,51,74,12,11,197,543,9,26,106,23,35,403,2,16,3,14,23,91,36,140,4,45,4,30,1,2,2,4,2,3,2,1,1,0,23:14,36:46
2009,6,2009-10-18,Panthers,Buccaneers,28,21,22,12,8,14,6,11,1,1,0,0,66,46,11,11,322,245,9,17,55,11,17,121,1,10,4,26,48,267,25,124,3,30,5,40,2,3,0,0,1,1,2,1,0,3,32:21,27:39
2009,6,2009-10-18,Chiefs,Commanders,14,6,16,7,4,17,2,14,1,2,0,1,72,53,13,13,268,265,16,31,158,15,30,147,5,28,3,17,36,110,20,118,4,30,7,63,0,2,0,1,0,1,0,1,0,0,37:10,22:50
2009,6,2009-10-18,Rams,Jaguars,20,23,13,33,4,12,11,16,0,0,0,0,53,84,10,13,262,492,22,34,207,30,43,326,1,6,3,9,18,55,38,166,6,52,3,15,1,2,3,6,0,1,1,2,2,0,24:48,42:12
2009,6,2009-10-18,Eagles,Raiders,9,13,14,18,2,16,4,14,1,2,0,1,66,65,14,15,283,325,22,46,216,17,28,209,6,53,2,15,14,67,35,116,4,38,3,23,0,1,0,1,0,0,0,2,0,0,26:58,33:02
2009,6,2009-10-18,Cardinals,Seahawks,27,3,21,7,8,16,0,11,0,0,1,1,71,46,13,12,344,128,34,43,282,11,30,114,2,10,5,40,26,62,11,14,7,76,6,56,3,5,0,1,1,1,1,1,0,0,42:50,17:10
2009,6,2009-10-18,Titans,Patriots,0,59,9,32,2,10,5,11,0,2,1,3,50,77,14,13,186,619,2,14,-7,38,45,426,0,0,2,6,36,193,30,193,6,55,6,40,0,1,3,6,3,0,2,0,0,0,21:00,39:00
2009,6,2009-10-18,Bills,Jets,16,13,20,15,5,16,3,15,0,0,1,3,73,72,14,14,296,414,15,30,154,10,30,96,1,5,2,23,42,142,40,318,8,64,14,96,0,2,0,2,1,0,1,6,0,0,39:03,33:13
2009,6,2009-10-18,Bears,Falcons,14,21,21,16,9,16,5,12,0,1,0,0,68,56,10,12,373,253,27,43,290,19,33,185,2,10,0,0,23,83,23,68,9,65,6,70,1,4,2,2,1,0,2,2,0,0,33:54,26:06
2009,6,2009-10-19,Broncos,Chargers,34,23,19,20,9,16,2,11,0,0,0,1,63,59,12,11,328,311,20,29,227,20,33,238,1,2,5,36,33,101,21,73,4,48,4,44,2,4,1,2,0,1,0,0,2,1,30:43,29:17
2009,7,2009-10-25,Packers,Browns,31,3,25,12,6,11,2,12,0,1,0,1,63,52,9,10,460,139,16,22,258,12,29,81,0,0,2,18,41,202,21,58,8,70,5,40,2,3,0,2,0,1,0,1,0,0,35:54,24:06
2009,7,2009-10-25,Chargers,Chiefs,37,7,17,10,8,17,3,15,0,1,1,3,66,61,14,13,403,203,18,30,268,11,26,82,0,0,5,18,36,135,30,121,9,59,7,41,2,5,1,1,0,0,0,3,1,0,32:45,27:06
2009,7,2009-10-25,Colts,Rams,42,6,24,14,8,12,4,13,0,0,0,2,60,59,10,11,391,272,23,34,235,14,26,117,0,0,3,23,26,156,30,155,6,51,5,73,3,3,0,2,0,0,0,2,2,0,30:39,29:21
2009,7,2009-10-25,Vikings,Steelers,17,27,21,14,9,18,4,12,1,1,0,0,77,49,13,10,386,259,33,50,297,14,26,152,4,37,4,23,23,89,19,107,11,78,3,15,1,5,0,3,1,1,1,0,1,4,36:58,23:02
2009,7,2009-10-25,Patriots,Buccaneers,35,7,18,10,6,12,4,15,0,0,0,1,61,59,14,14,414,240,23,32,307,11,30,151,1,1,3,21,28,107,26,89,10,66,6,55,1,4,0,0,0,0,2,3,2,0,33:15,26:45
2009,7,2009-10-25,49ers,Texans,21,24,17,18,4,11,6,13,0,2,0,0,54,59,10,12,297,336,21,33,238,20,30,246,2,13,2,18,19,59,27,90,11,65,7,77,1,1,1,3,1,1,1,0,0,0,29:31,30:29
2009,7,2009-10-25,Jets,Raiders,38,0,26,13,9,16,5,12,2,2,0,1,71,52,12,10,447,263,9,16,131,16,30,144,1,12,3,14,54,316,19,119,2,8,3,24,3,4,0,1,0,2,0,2,0,0,35:57,24:03
2009,7,2009-10-25,Bills,Panthers,20,9,9,20,3,14,2,13,0,0,2,3,54,71,15,16,167,425,11,22,114,27,44,309,2,9,2,16,30,53,25,116,3,22,9,67,2,4,1,2,0,1,0,3,0,0,25:20,34:40
2009,7,2009-10-25,Bears,Bengals,10,45,15,30,5,10,8,12,1,2,0,1,52,69,11,9,279,448,27,39,244,20,24,233,1,10,0,0,12,35,45,215,6,44,3,20,1,2,6,7,1,0,3,0,0,0,23:38,36:22
2009,7,2009-10-25,Falcons,Cowboys,21,37,21,18,6,12,6,13,1,1,0,0,65,59,11,14,298,414,19,35,174,21,29,299,4,24,2,12,26,124,28,115,3,30,8,50,2,2,1,3,1,1,2,0,0,1,31:08,28:52
2009,7,2009-10-25,Saints,Dolphins,46,34,22,17,5,15,8,18,0,0,0,1,70,69,15,16,414,334,22,38,276,18,37,197,5,22,2,14,27,138,30,137,6,25,8,55,4,5,3,6,1,1,3,2,4,0,33:02,26:58
2009,7,2009-10-25,Cardinals,Giants,24,17,15,15,3,14,4,15,0,0,1,1,60,66,15,15,288,327,20,36,216,19,37,220,2,15,3,23,22,72,26,107,7,60,7,30,3,4,1,2,1,1,1,3,0,0,29:44,30:16
2009,7,2009-10-26,Eagles,Commanders,27,17,11,21,4,15,3,12,0,1,1,2,56,68,12,14,262,308,16,26,140,29,43,246,3,21,6,38,27,122,19,62,12,66,6,60,0,0,2,3,0,3,0,1,2,0,28:18,31:42
2009,8,2009-11-01,Texans,Bills,31,10,24,9,7,13,2,10,0,0,0,1,76,45,12,11,439,204,25,34,257,15,23,107,1,11,2,10,41,182,20,97,5,45,4,36,3,5,0,1,1,0,2,2,0,0,39:08,20:52
2009,8,2009-11-01,Browns,Bears,6,30,9,20,1,11,6,16,0,1,0,1,50,71,13,14,191,369,7,20,74,17,30,199,1,11,4,26,29,117,37,170,3,30,5,35,1,1,2,7,3,0,2,1,0,2,22:35,37:25
2009,8,2009-11-01,Seahawks,Cowboys,17,38,18,26,6,14,7,13,0,0,0,0,64,67,13,12,308,362,22,39,229,21,36,249,3,20,2,7,22,79,29,113,6,53,5,43,1,1,3,3,2,1,0,0,0,1,25:15,34:45
2009,8,2009-11-01,Rams,Lions,17,10,21,17,3,12,6,16,1,1,0,2,62,68,11,11,362,289,18,36,212,14,33,162,0,0,2,6,26,150,33,127,5,27,8,67,0,3,1,2,0,0,1,1,0,0,27:57,32:03
2009,8,2009-11-01,49ers,Colts,14,18,16,20,2,10,8,19,0,0,1,1,54,73,12,14,295,410,19,32,182,32,49,349,4,16,3,20,18,113,21,61,7,50,5,38,1,1,1,5,1,0,1,0,0,0,26:26,33:34
2009,8,2009-11-01,Dolphins,Jets,30,25,10,23,4,14,3,14,0,1,1,2,51,77,13,13,104,378,12,22,52,20,35,251,6,60,2,14,23,52,40,127,4,25,6,40,1,1,3,5,1,1,0,0,4,0,25:54,34:06
2009,8,2009-11-01,Giants,Eagles,17,40,21,17,8,16,6,11,0,2,0,0,73,49,13,11,356,391,20,39,215,17,23,211,2,7,2,29,32,141,24,180,4,25,5,45,2,3,1,3,1,2,2,0,0,0,35:33,24:27
2009,8,2009-11-01,Broncos,Ravens,7,30,17,16,3,13,11,18,1,1,0,0,58,62,11,11,200,292,23,37,134,20,25,167,2,18,2,8,19,66,35,125,6,35,8,94,1,1,1,3,1,0,0,0,0,1,26:23,33:37
2009,8,2009-11-01,Jaguars,Titans,13,30,12,20,4,12,8,15,0,0,0,0,49,67,10,11,330,430,14,29,113,15,18,125,4,26,0,0,16,217,49,305,2,27,4,20,1,1,1,2,0,0,2,0,0,0,20:17,39:43
2009,8,2009-11-01,Raiders,Chargers,16,24,13,20,5,13,7,11,1,2,0,0,54,56,9,10,180,346,14,22,81,16,25,246,5,28,1,3,27,99,30,100,6,31,5,40,1,2,3,4,0,1,1,1,0,0,29:31,30:29
